zip,username,url,age,profile_image,match,enemy
02901,alissarae4,www.okcupid.com/profile/alissarae4,23,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/719x719/2/8682358227086666551.jpeg?v=1,90,31
02901,LoveToKnow89,www.okcupid.com/profile/LoveToKnow89,27,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/960x960/2/17478352268816631451.jpeg?v=1,90,19
02901,SeekRelease,www.okcupid.com/profile/SeekRelease,26,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x45/697x742/2/13783365054995821278.jpeg?v=1,90,7
02901,sarah-catttt,www.okcupid.com/profile/sarah-catttt,23,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/1125x1125/2/18192452439921516050.jpeg?v=1,90,13
02901,Jewelryhinge,www.okcupid.com/profile/Jewelryhinge,28,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x186/1124x1310/2/12610851836212160380.jpeg?v=1,90,22
02901,AmandaVonL,www.okcupid.com/profile/AmandaVonL,30,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/0x0/2/13010803915017803725.jpeg?v=1,90,20
02901,Carrie927,www.okcupid.com/profile/Carrie927,28,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/960x960/2/6913953334566336631.jpeg?v=1,90,20
02901,blahbluhblahblah,www.okcupid.com/profile/blahbluhblahblah,28,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/370x199/960x789/2/375244913455838856.jpeg?v=1,90,18

04101,SharpElbow,www.okcupid.com/profile/SharpElbow,25,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/21x21/385x385/2/13257714795126018026.jpeg?v=1,98,7
04101,isatetreault,www.okcupid.com/profile/isatetreault,23,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x162/640x802/2/17482409459555867627.jpeg?v=1,97,15
04101,perfectstorm88,www.okcupid.com/profile/perfectstorm88,28,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x163/720x883/2/8784416680850486615.jpeg?v=1,95,19
04101,pineapple465,www.okcupid.com/profile/pineapple465,29,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x52/1116x1168/2/11516838415618953820.jpeg?v=1,95,8
04101,TheEyreUpHere,www.okcupid.com/profile/TheEyreUpHere,26,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/1500x1500/2/8487048728282359292.jpeg?v=1,94,8
04101,Emily-F,www.okcupid.com/profile/Emily-F,26,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/204x0/1347x1143/2/4039224018185780965.jpeg?v=1,94,16
04101,emimwunderland,www.okcupid.com/profile/emimwunderland,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/36x36/684x684/2/5511612753137769428.jpeg?v=1,93,20
04101,Leahdawndoug,www.okcupid.com/profile/Leahdawndoug,26,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/102x178/959x1035/2/14167281891272659629.jpeg?v=1,92,17
04101,kaleigh525,www.okcupid.com/profile/kaleigh525,23,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/1500x1500/2/5168835433283313481.jpeg?v=1,92,16
